PhraseId	Phrase	Sentiment
205941	a solid , if somewhat heavy-handed , account of the near-disaster ... done up by Howard with a steady , if not very imaginative , hand .	3
205942	a solid , if somewhat heavy-handed , account of the near-disaster ... done up by Howard with a steady , if not very imaginative , hand	3
205943	a solid , if somewhat heavy-handed , account of the near-disaster	2
205944	solid , if somewhat heavy-handed , account of the near-disaster	2
205945	solid , if somewhat heavy-handed , account	2
205946	solid , if somewhat heavy-handed ,	2
205947	, if somewhat heavy-handed ,	2
205948	if somewhat heavy-handed ,	2
205949	somewhat heavy-handed ,	2
205950	heavy-handed ,	2
205951	of the near-disaster	2
205952	the near-disaster	2
205953	near-disaster	2
205954	... done up by Howard with a steady , if not very imaginative , hand	3
205955	done up by Howard with a steady , if not very imaginative , hand	3
205956	done up by Howard	2
205957	done up	2
205958	by Howard	2
205959	with a steady , if not very imaginative , hand	3
205960	a steady , if not very imaginative , hand	3
205961	steady , if not very imaginative , hand	3
205962	steady , if not very imaginative ,	3
205963	, if not very imaginative ,	3
205964	if not very imaginative ,	3
205965	not very imaginative ,	3
205966	very imaginative ,	3
205967	imaginative ,	3
205968	Between bedroom scenes , viewers may find themselves wishing they could roll over and take a nap .	2
205969	Between bedroom scenes	2
205970	bedroom scenes	2
205971	, viewers may find themselves wishing they could roll over and take a nap .	2
205972	viewers may find themselves wishing they could roll over and take a nap .	2
205973	may find themselves wishing they could roll over and take a nap .	2
205974	may find themselves wishing they could roll over and take a nap	2
205975	find themselves wishing they could roll over and take a nap	2
205976	themselves wishing they could roll over and take a nap	2
205977	wishing they could roll over and take a nap	2
205978	they could roll over and take a nap	2
205979	could roll over and take a nap	2
205980	roll over and take a nap	2
205981	roll over and	2
205982	roll over	2
205983	take a nap	2
205984	a nap	2
205985	Marisa Tomei is good , but Just A Kiss is just a mess .	3
205986	Marisa Tomei is good , but Just A Kiss is just a mess	3
205987	Marisa Tomei is good , but	3
205988	Marisa Tomei is good ,	3
205989	Marisa Tomei is good	3
205990	Marisa Tomei	2
205991	Marisa	2
205992	Tomei	2
205993	is good	3
205994	Just A Kiss is just a mess	3
205995	Just A Kiss	2
205996	is just a mess	3
205997	Unfortunately , Heartbreak Hospital wants to convey the same kind of haughtiness in its own sketchy material but this territory has already been explored previously with better aplomb and sardonic wit .	2
205998	, Heartbreak Hospital wants to convey the same kind of haughtiness in its own sketchy material but this territory has already been explored previously with better aplomb and sardonic wit .	3
205999	Heartbreak Hospital wants to convey the same kind of haughtiness in its own sketchy material but this territory has already been explored previously with better aplomb and sardonic wit .	3
206000	Heartbreak Hospital wants to convey the same kind of haughtiness in its own sketchy material but this territory has already been explored previously with better aplomb and sardonic wit	3
206001	Heartbreak Hospital wants to convey the same kind of haughtiness in its own sketchy material but	2
206002	Heartbreak Hospital wants to convey the same kind of haughtiness in its own sketchy material	2
206003	Heartbreak Hospital	2
206004	wants to convey the same kind of haughtiness in its own sketchy material	3
206005	to convey the same kind of haughtiness in its own sketchy material	2
206006	convey the same kind of haughtiness in its own sketchy material	2
206007	the same kind of haughtiness in its own sketchy material	2
206008	the same kind	2
206009	same kind	2
206010	of haughtiness in its own sketchy material	2
206011	haughtiness in its own sketchy material	2
206012	haughtiness	2
206013	in its own sketchy material	2
206014	its own sketchy material	2
206015	own sketchy material	2
206016	sketchy material	2
206017	sketchy	2
206018	this territory has already been explored previously with better aplomb and sardonic wit	2
206019	this territory	2
206020	has already been explored previously with better aplomb and sardonic wit	2
206021	has already	2
206022	been explored previously with better aplomb and sardonic wit	2
206023	explored previously with better aplomb and sardonic wit	2
206024	explored previously	2
206025	previously	2
206026	with better aplomb and sardonic wit	2
206027	better aplomb and sardonic wit	2
206028	better aplomb and sardonic	2
206029	better aplomb and	2
206030	better aplomb	2
206031	aplomb	2
206032	A swashbuckling tale of love , betrayal , revenge and above all , faith .	1
206033	A swashbuckling tale of love , betrayal , revenge and above all , faith	1
206034	A swashbuckling tale	2
206035	swashbuckling tale	2
206036	of love , betrayal , revenge and above all , faith	1
206037	love , betrayal , revenge and above all , faith	1
206038	love , betrayal , revenge and above all ,	1
206039	love , betrayal , revenge and above all	1
206040	love , betrayal , revenge and	1
206041	love , betrayal , revenge	1
206042	love , betrayal ,	1
206043	love , betrayal	1
206044	love ,	2
206045	betrayal	2
206046	above all	2
206047	An elegant , exquisitely modulated psychological thriller .	2
206048	An elegant	2
206049	elegant	2
206050	, exquisitely modulated psychological thriller .	2
206051	exquisitely modulated psychological thriller .	2
206052	modulated psychological thriller .	2
206053	modulated psychological thriller	2
206054	modulated	2
206055	Exciting and direct , with ghost imagery that shows just enough to keep us on our toes .	2
206056	Exciting and direct , with ghost imagery that shows just enough to keep us on our toes	2
206057	Exciting and direct ,	2
206058	Exciting and direct	2
206059	with ghost imagery that shows just enough to keep us on our toes	2
206060	ghost imagery that shows just enough to keep us on our toes	2
206061	ghost imagery	3
206062	that shows just enough to keep us on our toes	2
206063	shows just enough to keep us on our toes	2
206064	just enough to keep us on our toes	2
206065	enough to keep us on our toes	2
206066	to keep us on our toes	2
206067	keep us on our toes	2
206068	keep us	2
206069	on our toes	2
206070	our toes	2
206071	toes	2
206072	Intriguing and beautiful film , but those of you who read the book are likely to be disappointed .	2
206073	Intriguing and beautiful film , but those of you who read the book	2
206074	Intriguing and beautiful film , but	2
206075	Intriguing and beautiful film ,	2
206076	Intriguing and beautiful film	2
206077	those of you who read the book	2
206078	those of you	2
206079	of you	2
206080	who read the book	2
206081	read the book	2
206082	are likely to be disappointed .	2
206083	are likely to be disappointed	2
206084	likely to be disappointed	2
206085	to be disappointed	2
206086	be disappointed	2
206087	Determined to be fun , and bouncy , with energetic musicals , the humor did n't quite engage this adult .	2
206088	Determined to be fun , and bouncy , with energetic musicals	2
206089	to be fun , and bouncy , with energetic musicals	2
206090	be fun , and bouncy , with energetic musicals	2
206091	be fun , and bouncy ,	1
206092	fun , and bouncy ,	1
206093	fun , and bouncy	1
206094	fun , and	1
206095	fun ,	1
206096	with energetic musicals	2
206097	energetic musicals	2
206098	musicals	2
206099	, the humor did n't quite engage this adult .	2
206100	the humor did n't quite engage this adult .	2
206101	did n't quite engage this adult .	2
206102	did n't quite engage this adult	2
206103	did n't quite	2
206104	engage this adult	2
206105	this adult	2
206106	For Caine Lovers only .	2
206107	Caine Lovers only .	2
206108	Lovers only .	2
206109	Lovers only	2
206110	It offers little beyond the momentary joys of pretty and weightless intellectual entertainment .	3
206111	offers little beyond the momentary joys of pretty and weightless intellectual entertainment .	3
206112	offers little beyond the momentary joys of pretty and weightless intellectual entertainment	3
206113	offers little	2
206114	beyond the momentary joys of pretty and weightless intellectual entertainment	3
206115	the momentary joys of pretty and weightless intellectual entertainment	3
206116	the momentary joys	2
206117	momentary joys	2
206118	momentary	2
206119	joys	2
206120	of pretty and weightless intellectual entertainment	3
206121	pretty and weightless intellectual entertainment	3
206122	pretty and weightless	3
206123	pretty and	3
206124	weightless	2
206125	intellectual entertainment	2
206126	Bright seems alternately amused and disgusted with this material , and he ca n't help throwing in a few of his own touches .	2
206127	Bright seems alternately amused and disgusted with this material , and he ca n't help throwing in a few of his own touches	2
206128	Bright seems alternately amused and disgusted with this material , and	1
206129	Bright seems alternately amused and disgusted with this material ,	1
206130	Bright seems alternately amused and disgusted with this material	1
206131	seems alternately amused and disgusted with this material	2
206132	alternately amused and disgusted with this material	2
206133	alternately amused and	2
206134	alternately amused	2
206135	alternately	2
206136	disgusted with this material	2
206137	disgusted	2
206138	with this material	2
206139	this material	2
206140	he ca n't help throwing in a few of his own touches	2
206141	ca n't help throwing in a few of his own touches	2
206142	help throwing in a few of his own touches	2
206143	throwing in a few of his own touches	2
206144	in a few of his own touches	2
206145	a few of his own touches	2
206146	of his own touches	2
206147	his own touches	2
206148	own touches	2
206149	It 's somewhat clumsy and too lethargically paced -- but its story about a mysterious creature with psychic abilities offers a solid build-up , a terrific climax , and some nice chills along the way .	2
206150	It 's somewhat clumsy and too lethargically paced -- but its story about a mysterious creature with psychic abilities offers a solid build-up , a terrific climax , and some nice chills along the way	2
206151	It 's somewhat clumsy and too lethargically paced -- but	3
206152	It 's somewhat clumsy and too lethargically paced --	3
206153	It 's somewhat clumsy and too lethargically paced	3
206154	's somewhat clumsy and too lethargically paced	3
206155	somewhat clumsy and too lethargically paced	3
206156	somewhat clumsy and	3
206157	somewhat clumsy	3
206158	too lethargically paced	2
206159	lethargically paced	2
206160	lethargically	2
206161	its story about a mysterious creature with psychic abilities offers a solid build-up , a terrific climax , and some nice chills along the way	2
206162	its story about a mysterious creature with psychic abilities	2
206163	about a mysterious creature with psychic abilities	2
206164	a mysterious creature with psychic abilities	2
206165	a mysterious creature	2
206166	mysterious creature	2
206167	creature	2
206168	with psychic abilities	2
206169	psychic abilities	2
206170	psychic	2
206171	abilities	2
206172	offers a solid build-up , a terrific climax , and some nice chills along the way	2
206173	a solid build-up , a terrific climax , and some nice chills along the way	2
206174	a solid build-up , a terrific climax , and	2
206175	a solid build-up , a terrific climax ,	2
206176	a solid build-up , a terrific climax	2
206177	a solid build-up ,	2
206178	a solid build-up	2
206179	solid build-up	2
206180	build-up	2
206181	a terrific climax	2
206182	terrific climax	2
206183	some nice chills along the way	2
206184	some nice chills	2
206185	nice chills	2
206186	The story loses its bite in a last-minute happy ending that 's even less plausible than the rest of the picture .	2
206187	loses its bite in a last-minute happy ending that 's even less plausible than the rest of the picture .	1
206188	loses its bite in a last-minute happy ending that 's even less plausible than the rest of the picture	1
206189	loses its bite	3
206190	its bite	3
206191	bite	3
206192	in a last-minute happy ending that 's even less plausible than the rest of the picture	1
206193	a last-minute happy ending that 's even less plausible than the rest of the picture	1
206194	a last-minute happy ending	2
206195	last-minute happy ending	2
206196	last-minute	1
206197	happy ending	3
206198	that 's even less plausible than the rest of the picture	2
206199	's even less plausible than the rest of the picture	2
206200	even less plausible than the rest of the picture	2
206201	even less plausible	1
206202	less plausible	2
206203	plausible	2
206204	than the rest of the picture	2
206205	the rest of the picture	2
206206	of the picture	2
206207	should be seen at the very least for its spasms of absurdist humor .	2
206208	should be seen at the very least for its spasms of absurdist humor	2
206209	be seen at the very least for its spasms of absurdist humor	2
206210	seen at the very least for its spasms of absurdist humor	2
206211	at the very least for its spasms of absurdist humor	2
206212	the very least for its spasms of absurdist humor	2
206213	for its spasms of absurdist humor	2
206214	its spasms of absurdist humor	2
206215	its spasms	2
206216	spasms	2
206217	of absurdist humor	2
206218	absurdist humor	2
206219	The cast is uniformly excellent and relaxed .	3
206220	is uniformly excellent and relaxed .	3
206221	is uniformly excellent and relaxed	3
206222	is uniformly excellent and	3
206223	relaxed	2
206224	Excessive , profane , packed with cartoonish violence and comic-strip characters .	2
206225	Excessive , profane ,	2
206226	Excessive , profane	2
206227	Excessive ,	2
206228	Excessive	2
206229	profane	2
206230	packed with cartoonish violence and comic-strip characters .	2
206231	packed with cartoonish violence and comic-strip characters	2
206232	with cartoonish violence and comic-strip characters	2
206233	cartoonish violence and comic-strip characters	2
206234	cartoonish	2
206235	violence and comic-strip characters	2
206236	and comic-strip characters	2
206237	comic-strip characters	2
206238	comic-strip	2
206239	Although there are several truly jolting scares , there 's also an abundance of hackneyed dialogue and more silly satanic business than you can shake a severed limb at .	2
206240	Although there are several truly jolting scares	2
206241	there are several truly jolting scares	2
206242	are several truly jolting scares	2
206243	several truly jolting scares	2
206244	truly jolting scares	2
206245	truly jolting	2
206246	jolting	2
206247	, there 's also an abundance of hackneyed dialogue and more silly satanic business than you can shake a severed limb at .	2
206248	there 's also an abundance of hackneyed dialogue and more silly satanic business than you can shake a severed limb at .	2
206249	's also an abundance of hackneyed dialogue and more silly satanic business than you can shake a severed limb at .	2
206250	's also an abundance of hackneyed dialogue and more silly satanic business than you can shake a severed limb at	2
206251	's also an abundance of hackneyed dialogue and more silly satanic business	2
206252	an abundance of hackneyed dialogue and more silly satanic business	2
206253	abundance of hackneyed dialogue and more silly satanic business	2
206254	abundance of hackneyed dialogue and more silly	2
206255	abundance of hackneyed dialogue and	2
206256	abundance of hackneyed dialogue	2
206257	of hackneyed dialogue	2
206258	hackneyed dialogue	2
206259	more silly	2
206260	satanic business	2
206261	satanic	2
206262	than you can shake a severed limb at	2
206263	you can shake a severed limb at	2
206264	can shake a severed limb at	2
206265	shake a severed limb at	2
206266	shake a severed limb	2
206267	a severed limb	2
206268	severed limb	2
206269	severed	2
206270	limb	2
206271	When the painted backdrops in a movie are more alive than its characters , you know you 're in trouble .	2
206272	When the painted backdrops in a movie are more alive than its characters	2
206273	the painted backdrops in a movie are more alive than its characters	2
206274	the painted backdrops in a movie	2
206275	the painted backdrops	2
206276	painted backdrops	2
206277	painted	2
206278	backdrops	2
206279	in a movie	2
206280	are more alive than its characters	2
206281	more alive than its characters	2
206282	alive than its characters	2
206283	than its characters	2
206284	, you know you 're in trouble .	2
206285	you know you 're in trouble .	2
206286	know you 're in trouble .	2
206287	know you 're in trouble	2
206288	you 're in trouble	2
206289	're in trouble	2
206290	in trouble	2
206291	Somewhere short of Tremors on the modern B-scene : neither as funny nor as clever , though an agreeably unpretentious way to spend ninety minutes .	2
206292	Somewhere short of Tremors on the modern B-scene : neither as funny nor as clever , though	2
206293	Somewhere short	2
206294	of Tremors on the modern B-scene : neither as funny nor as clever , though	2
206295	of Tremors on the modern B-scene : neither as funny nor as clever ,	2
206296	of Tremors on the modern B-scene : neither as funny nor as clever	2
206297	Tremors on the modern B-scene : neither as funny nor as clever	2
206298	Tremors	2
206299	on the modern B-scene : neither as funny nor as clever	2
206300	the modern B-scene : neither as funny nor as clever	2
206301	the modern B-scene :	2
206302	the modern B-scene	2
206303	modern B-scene	2
206304	B-scene	2
206305	neither as funny nor as clever	2
206306	neither as funny nor	2
206307	neither as funny	2
206308	as clever	2
206309	an agreeably unpretentious way to spend ninety minutes .	2
206310	an agreeably	2
206311	agreeably	2
206312	unpretentious way to spend ninety minutes .	2
206313	unpretentious way to spend ninety minutes	2
206314	unpretentious way	2
206315	unpretentious	2
206316	to spend ninety minutes	2
206317	spend ninety minutes	2
206318	ninety minutes	2
206319	ninety	2
206320	-LRB- Newton -RRB- wanders through CHARLIE completely unaware she needs to show some presence and star quality .	2
206321	-LRB- Newton -RRB-	2
206322	Newton -RRB-	2
206323	wanders through CHARLIE completely unaware she needs to show some presence and star quality .	2
206324	wanders through CHARLIE completely unaware she needs to show some presence and star quality	2
206325	wanders	2
206326	through CHARLIE completely unaware she needs to show some presence and star quality	2
206327	CHARLIE completely unaware she needs to show some presence and star quality	2
206328	CHARLIE completely unaware	2
206329	completely unaware	2
206330	unaware	2
206331	she needs to show some presence and star quality	2
206332	needs to show some presence and star quality	2
206333	to show some presence and star quality	2
206334	show some presence and star quality	2
206335	some presence and star quality	2
206336	presence and star quality	2
206337	and star quality	2
206338	star quality	2
206339	Makes S&M seem very romantic , and Maggie Gyllenhaal is a delight .	2
206340	Makes S&M seem very romantic , and Maggie Gyllenhaal is a delight	2
206341	Makes S&M seem very romantic , and	2
206342	Makes S&M seem very romantic ,	2
206343	Makes S&M seem very romantic	2
206344	Makes S&M	2
206345	S&M	2
206346	seem very romantic	1
206347	very romantic	2
206348	Maggie Gyllenhaal is a delight	2
206349	Maggie Gyllenhaal	2
206350	Maggie	2
206351	Gyllenhaal	2
206352	is a delight	2
206353	a delight	2
206354	-LRB- But it 's -RRB- worth recommending because of two marvelous performances by Michael Caine and Brendan Fraser .	1
206355	But it 's -RRB- worth recommending because of two marvelous performances by Michael Caine and Brendan Fraser .	2
206356	But it 's -RRB- worth recommending because of two marvelous performances by Michael Caine and Brendan	2
206357	But it 's -RRB- worth recommending because	3
206358	it 's -RRB- worth recommending because	3
206359	it 's -RRB- worth recommending	3
206360	it 's -RRB- worth	3
206361	-RRB- worth	3
206362	recommending	2
206363	of two marvelous performances by Michael Caine and Brendan	1
206364	two marvelous performances by Michael Caine and Brendan	1
206365	two marvelous performances	1
206366	marvelous performances	2
206367	by Michael Caine and Brendan	2
206368	Michael Caine and Brendan	2
206369	Caine and Brendan	2
206370	Fraser .	2
206371	When the first few villians are introduced as `` Spider '' and `` Snake '' you know you 're in for a real winner , creativity at its peak .	2
206372	When the first few villians are introduced as `` Spider '' and `` Snake ''	2
206373	the first few villians are introduced as `` Spider '' and `` Snake ''	2
206374	the first few villians	2
206375	first few villians	2
206376	few villians	2
206377	villians	2
206378	are introduced as `` Spider '' and `` Snake ''	2
206379	introduced as `` Spider '' and `` Snake ''	2
206380	introduced	2
206381	as `` Spider '' and `` Snake ''	2
206382	`` Spider '' and `` Snake ''	2
206383	Spider '' and `` Snake ''	2
206384	Spider	2
206385	'' and `` Snake ''	2
206386	and `` Snake ''	2
206387	`` Snake ''	2
206388	Snake ''	2
206389	Snake	2
206390	you know you 're in for a real winner , creativity at its peak .	2
206391	know you 're in for a real winner , creativity at its peak .	2
206392	know you 're in for a real winner , creativity at its peak	2
206393	you 're in for a real winner , creativity at its peak	2
206394	're in for a real winner , creativity at its peak	2
206395	in for a real winner , creativity at its peak	2
206396	for a real winner , creativity at its peak	2
206397	a real winner , creativity at its peak	2
206398	a real winner ,	2
206399	a real winner	2
206400	real winner	2
206401	creativity at its peak	2
206402	at its peak	2
206403	its peak	2
206404	Now , if it only had a brain .	2
206405	, if it only had a brain .	2
206406	if it only had a brain .	2
206407	if it only had a brain	2
206408	it only had a brain	2
206409	only had a brain	2
206410	had a brain	2
206411	a brain	2
206412	This film looks like it was produced in 1954 , shelved for 48 years , and repackaged for a 2002 audience .	2
206413	looks like it was produced in 1954 , shelved for 48 years , and repackaged for a 2002 audience .	2
206414	looks like it was produced in 1954 , shelved for 48 years , and repackaged for a 2002 audience	2
206415	looks like it was produced in 1954 , shelved for 48 years , and	2
206416	looks like it was produced in 1954 , shelved for 48 years ,	2
206417	looks like it was produced in 1954 , shelved for 48 years	2
206418	looks like it was produced in 1954 ,	2
206419	looks like it was produced in 1954	2
206420	like it was produced in 1954	2
206421	it was produced in 1954	2
206422	was produced in 1954	2
206423	produced in 1954	2
206424	in 1954	2
206425	1954	2
206426	shelved for 48 years	2
206427	shelved	2
206428	for 48 years	2
206429	48 years	2
206430	48	2
206431	repackaged for a 2002 audience	2
206432	repackaged	2
206433	for a 2002 audience	2
206434	a 2002 audience	2
206435	2002 audience	2
206436	Engrossing and affecting , if ultimately not quite satisfying .	2
206437	Engrossing and affecting , if ultimately not quite satisfying	2
206438	affecting , if ultimately not quite satisfying	2
206439	affecting ,	2
206440	if ultimately not quite satisfying	2
206441	ultimately not quite satisfying	2
206442	not quite satisfying	2
206443	quite satisfying	2
206444	A minor picture with a major identity crisis -- it 's sort of true and it 's sort of bogus and it 's ho-hum all the way through .	2
206445	A minor picture with a major identity crisis -- it 's sort of true and it 's sort of bogus and it 's ho-hum all the way through	2
206446	A minor picture with a major identity crisis --	2
206447	A minor picture with a major identity crisis	2
206448	A minor picture	2
206449	minor picture	2
206450	with a major identity crisis	2
206451	a major identity crisis	2
206452	major identity crisis	2
206453	identity crisis	2
206454	it 's sort of true and it 's sort of bogus and it 's ho-hum all the way through	2
206455	it 's sort of true and	2
206456	it 's sort of true	2
206457	's sort of true	2
206458	sort of true	2
206459	it 's sort of bogus and it 's ho-hum all the way through	3
206460	it 's sort of bogus and	2
206461	it 's sort of bogus	2
206462	's sort of bogus	2
206463	sort of bogus	2
206464	of bogus	2
206465	it 's ho-hum all the way through	3
206466	's ho-hum all the way through	3
206467	ho-hum all the way through	3
206468	ho-hum all the way	3
206469	-LRB- Two -RRB- fairly dull -- contrasting and interlocking stories about miserable Scandinavian settlers in 18th-century Canada , and yuppie sailboaters in the here and now .	1
206470	-LRB- Two -RRB- fairly dull -- contrasting and interlocking stories about miserable Scandinavian settlers in 18th-century Canada , and yuppie sailboaters in the here and now	1
206471	-LRB- Two -RRB- fairly dull --	1
206472	-LRB- Two -RRB- fairly dull	1
206473	-LRB- Two -RRB-	1
206474	Two -RRB-	2
206475	fairly dull	1
206476	contrasting and interlocking stories about miserable Scandinavian settlers in 18th-century Canada , and yuppie sailboaters in the here and now	2
206477	contrasting and interlocking stories about miserable Scandinavian settlers in 18th-century Canada , and yuppie sailboaters	2
206478	contrasting and interlocking stories about miserable Scandinavian settlers	2
206479	contrasting and interlocking stories	2
206480	contrasting	2
206481	and interlocking stories	2
206482	interlocking stories	2
206483	interlocking	2
206484	about miserable Scandinavian settlers	2
206485	miserable Scandinavian settlers	2
206486	miserable Scandinavian	2
206487	Scandinavian	2
206488	settlers	2
206489	in 18th-century Canada , and yuppie sailboaters	2
206490	18th-century Canada , and yuppie sailboaters	2
206491	18th-century	2
206492	Canada , and yuppie sailboaters	2
206493	Canada	2
206494	, and yuppie sailboaters	2
206495	and yuppie sailboaters	2
206496	yuppie sailboaters	2
206497	yuppie	2
206498	sailboaters	2
206499	It 's an example of sophisticated , challenging filmmaking that stands , despite its noticeable lack of emotional heft , in welcome contrast to the indulgent dead-end experimentation of the director 's previous Full Frontal .	2
206500	's an example of sophisticated , challenging filmmaking that stands , despite its noticeable lack of emotional heft , in welcome contrast to the indulgent dead-end experimentation of the director 's previous Full Frontal .	2
206501	's an example of sophisticated , challenging filmmaking that stands , despite its noticeable lack of emotional heft , in welcome contrast to the indulgent dead-end experimentation of the director 's previous Full Frontal	2
206502	an example of sophisticated , challenging filmmaking that stands , despite its noticeable lack of emotional heft , in welcome contrast to the indulgent dead-end experimentation of the director 's previous Full Frontal	2
206503	an example of sophisticated , challenging filmmaking	2
206504	of sophisticated , challenging filmmaking	2
206505	sophisticated , challenging filmmaking	2
206506	sophisticated , challenging	2
206507	, challenging	2
206508	that stands , despite its noticeable lack of emotional heft , in welcome contrast to the indulgent dead-end experimentation of the director 's previous Full Frontal	2
206509	stands , despite its noticeable lack of emotional heft , in welcome contrast to the indulgent dead-end experimentation of the director 's previous Full Frontal	2
206510	stands , despite its noticeable lack of emotional heft , in welcome contrast	2
206511	stands , despite its noticeable lack of emotional heft ,	2
206512	stands , despite its noticeable lack of emotional heft	2
206513	stands ,	2
206514	despite its noticeable lack of emotional heft	2
206515	its noticeable lack of emotional heft	2
206516	its noticeable lack	2
206517	noticeable lack	2
206518	noticeable	2
206519	of emotional heft	2
206520	emotional heft	2
206521	heft	2
206522	in welcome contrast	2
206523	welcome contrast	2
206524	contrast	2
206525	to the indulgent dead-end experimentation of the director 's previous Full Frontal	2
206526	the indulgent dead-end experimentation of the director 's previous Full Frontal	2
206527	the indulgent dead-end experimentation	2
206528	indulgent dead-end experimentation	2
206529	dead-end experimentation	2
206530	dead-end	2
206531	experimentation	2
206532	of the director 's previous Full Frontal	2
206533	the director 's previous Full Frontal	2
206534	previous Full Frontal	2
206535	The angst-ridden , affluent slacker characters are more grating than engaging .	3
206536	The angst-ridden , affluent slacker characters	3
206537	angst-ridden , affluent slacker characters	3
206538	, affluent slacker characters	2
206539	affluent slacker characters	2
206540	affluent	2
206541	slacker characters	2
206542	slacker	2
206543	are more grating than engaging .	2
206544	are more grating than engaging	2
206545	more grating than engaging	2
206546	grating than engaging	2
206547	than engaging	2
206548	In a way , the film feels like a breath of fresh air , but only to those that allow it in .	2
206549	, the film feels like a breath of fresh air , but only to those that allow it in .	2
206550	the film feels like a breath of fresh air , but only to those that allow it in .	2
206551	feels like a breath of fresh air , but only to those that allow it in .	2
206552	feels like a breath of fresh air , but only to those that allow it in	2
206553	like a breath of fresh air , but only to those that allow it in	2
206554	like a breath of fresh air	2
206555	a breath of fresh air	2
206556	of fresh air	2
206557	, but only to those that allow it in	2
206558	but only to those that allow it in	2
206559	only to those that allow it in	2
206560	to those that allow it in	2
206561	those that allow it in	2
206562	that allow it in	2
206563	allow it in	2
206564	allow it	2
206565	allow	2
206566	McConaughey 's fun to watch , the dragons are okay , not much fire in the script .	1
206567	McConaughey 's fun to watch	1
206568	McConaughey 's fun	1
206569	McConaughey 's	2
206570	McConaughey	2
206571	, the dragons are okay , not much fire in the script .	2
206572	the dragons are okay , not much fire in the script .	2
206573	the dragons	2
206574	are okay , not much fire in the script .	2
206575	are okay , not much fire in the script	2
206576	okay , not much fire in the script	2
206577	okay ,	2
206578	not much fire in the script	2
206579	much fire in the script	2
206580	much fire	2
206581	Human Nature initially succeeds by allowing itself to go crazy , but ultimately fails by spinning out of control .	3
206582	initially succeeds by allowing itself to go crazy , but ultimately fails by spinning out of control .	4
206583	initially succeeds by allowing itself to go crazy , but ultimately fails by spinning out of control	4
206584	initially succeeds by allowing itself to go crazy , but	3
206585	initially succeeds by allowing itself to go crazy ,	3
206586	initially succeeds by allowing itself to go crazy	3
206587	initially	2
206588	succeeds by allowing itself to go crazy	3
206589	by allowing itself to go crazy	2
206590	allowing itself to go crazy	2
206591	allowing	2
206592	itself to go crazy	3
206593	to go crazy	3
206594	go crazy	3
206595	ultimately fails by spinning out of control	2
206596	fails by spinning out of control	2
206597	by spinning out of control	2
206598	spinning out of control	2
206599	spinning out	2
206600	You wonder why Enough was n't just a music video rather than a full-length movie .	2
206601	wonder why Enough was n't just a music video rather than a full-length movie .	2
206602	wonder why Enough was n't just a music video rather than a full-length movie	2
206603	why Enough was n't just a music video rather than a full-length movie	2
206604	Enough was n't just a music video rather than a full-length movie	2
206605	was n't just a music video rather than a full-length movie	2
206606	was n't just	2
206607	a music video rather than a full-length movie	2
206608	a music video rather than	2
206609	a music video	2
206610	music video	2
206611	a full-length movie	2
206612	full-length movie	2
206613	full-length	2
206614	The additional storyline is interesting and entertaining , but it does n't have the same magical quality as the beginning of the story .	2
206615	The additional storyline is interesting and entertaining , but it does n't have the same magical quality as the beginning of the story	2
206616	The additional storyline is interesting and entertaining , but	2
206617	The additional storyline is interesting and entertaining ,	2
206618	The additional storyline is interesting and entertaining	2
206619	The additional storyline	2
206620	additional storyline	2
206621	additional	2
206622	is interesting and entertaining	2
206623	interesting and entertaining	2
206624	it does n't have the same magical quality as the beginning of the story	2
206625	does n't have the same magical quality as the beginning of the story	2
206626	have the same magical quality as the beginning of the story	2
206627	the same magical quality as the beginning of the story	2
206628	the same magical quality	2
206629	same magical quality	2
206630	magical quality	2
206631	as the beginning of the story	2
206632	the beginning of the story	2
206633	of the story	2
206634	This clever caper movie has twists worthy of David Mamet and is enormous fun for thinking audiences .	0
206635	This clever caper movie	2
206636	clever caper movie	2
206637	caper movie	2
206638	has twists worthy of David Mamet and is enormous fun for thinking audiences .	0
206639	has twists worthy of David Mamet and is enormous fun for thinking audiences	0
206640	has twists worthy of David Mamet and	2
206641	has twists worthy of David Mamet	2
206642	twists worthy of David Mamet	2
206643	twists worthy	0
206644	of David Mamet	2
206645	David Mamet	2
206646	is enormous fun for thinking audiences	2
206647	enormous fun for thinking audiences	2
206648	enormous fun	1
206649	for thinking audiences	2
206650	thinking audiences	2
206651	No screen fantasy-adventure in recent memory has the showmanship of Clones ' last 45 minutes .	2
206652	No screen fantasy-adventure in recent memory	2
206653	No screen fantasy-adventure	2
206654	screen fantasy-adventure	2
206655	has the showmanship of Clones ' last 45 minutes .	1
206656	has the showmanship of Clones ' last 45 minutes	1
206657	the showmanship of Clones ' last 45 minutes	1
206658	the showmanship	2
206659	showmanship	2
206660	of Clones ' last 45 minutes	1
206661	Clones ' last 45 minutes	1
206662	Clones '	2
206663	Clones	2
206664	last 45 minutes	1
206665	45 minutes	2
206666	45	2
206667	The movie achieves as great an impact by keeping these thoughts hidden as ... -LRB- Quills -RRB- did by showing them .	1
206668	The movie achieves as great an impact by keeping these thoughts hidden as ... -LRB- Quills -RRB- did by showing them	1
206669	The movie achieves as great an impact by keeping these thoughts hidden as ...	1
206670	The movie achieves as great an impact by keeping these thoughts hidden as	1
206671	achieves as great an impact by keeping these thoughts hidden as	1
206672	achieves as great an impact	1
206673	as great an impact	2
206674	as great	2
206675	an impact	2
